Word,CEFR,Receptive_freq
korkad,C1,1
korrekt,B1,1
korrekt,B2,3
korrekt,C1,10
kort,A1,3
kort,A2,21
kort,B1,49
kort,B2,69
kort,C1,67
kortsiktig,B2,1
kortsiktig,C1,2
kortvarig,B1,1
kortvarig,C1,1
kosmetisk,B1,1
kostnadsfri,C1,1
kostsam,B2,1
kraftfull,B2,1
kraftfull,C1,4
kraftig,B1,2
kraftig,B2,7
kraftig,C1,8
kram,B2,1
kramgo,B2,1
kramgo,C1,1
krånglig,B1,1
krånglig,B2,3
krånglig,C1,2
kräsen,C1,4
kreativ,B1,1
kreativ,B2,9
kreativ,C1,8
kriminell,B1,5
kringelikrokig,C1,1
kristallklar,B1,1
kristen,B1,1
kristen,B2,11
kristen,C1,2
kritisk,B2,1
kritisk,C1,4
kroatisk,B2,1
krokig,A1,1
krokig,B2,5
krokig,C1,1
kronisk,B2,1
kronologisk,B1,1
kronologisk,B2,1
kronologisk,C1,2
kroppslig,B2,1
kroppslig,C1,3
kry,A2,2
kry,B1,1
kry,C1,2
kul,A1,9
kul,A2,15
kul,B1,16
kul,B2,10
kul,C1,13
kulört,C1,1
kulturell,B1,7
kulturell,B2,4
kulturell,C1,2
kunglig,A2,1
kunglig,B1,5
kunglig,C1,2
kunnig,B2,1
kunnig,C1,4
kurdisk,B2,5
kurdisk,C1,5
kvick,B2,1
kyffig,C1,1
kylig,B2,1
kylig,C1,1
kyrklig,B1,1
kyrklig,B2,1
kyrklig,C1,5
läcker,B2,2
låg,A1,1
låg,A2,2
låg,B1,26
låg,B2,28
låg,C1,29
laga,A1,1
laga,A2,2
laga,B1,5
lågmäld,B2,1
lagom,A1,1
lagom,B2,3
lagom,C1,10
lämplig,A1,1
lämplig,A2,2
lämplig,B1,6
lämplig,B2,15
lämplig,C1,20
lång,A1,16
lång,A2,37
lång,B1,107
lång,B2,102
lång,C1,89
långbent,B2,1
långhårig,A2,1
långsam,A1,1
långsam,B1,8
långsam,B2,6
långsam,C1,4
långsiktig,C1,1
långsmal,B2,1
långsmal,C1,1
långtgående,B2,1
långtråkig,C1,1
långvarig,C1,2
lantlig,C1,1
läraktig,C1,2
lärd,B1,1
lärd,B2,3
lärd,C1,2
läskig,B1,3
läskig,B2,1
läsvärd,C1,1
lat,A2,2
lat,B1,5
lat,B2,5
lat,C1,3
latinsk,B2,7
latinsk,C1,4
lätt,A1,2
lätt,A2,2
lätt,B1,5
lätt,B2,3
lätt,C1,6
lätt,A2,3
lätt,B1,24
lätt,B2,41
lätt,C1,49
lätt,B1,1
lätt,B2,2
lätt,C1,1
lättantändlig,B2,1
lätthanterlig,B1,1
lättillgänglig,B2,1
lättirriterad,B1,1
lättjefull,C1,2
lättodlad,B2,1
lättöverskådlig,B2,2
lättsam,C1,4
lättsinnig,C1,3
ledig,A1,6
ledig,A2,20
ledig,B1,8
ledig,B2,8
ledig,C1,3
ledsen,A1,5
ledsen,A2,20
ledsen,B1,15
ledsen,B2,13
ledsen,C1,11
legendarisk,C1,2
lekfull,B1,2
len,B2,1
len,C1,5
lesbisk,C1,5
lettisk,C1,1
libanesisk,A2,2
liberal,B2,1
liberal,C1,1
lik,A1,4
lik,B1,6
lik,B2,3
lik,C1,7
likadan,B1,6
likadan,B2,12
likadan,C1,16
likasinnad,B2,1
likasinnad,C1,1
likblek,B2,1
likgiltig,C1,5
likvärdig,B2,3
likvärdig,C1,3
lila,A2,1
lila,B1,2
lila,B2,3
lindrig,C1,7
lingonröd,B1,2
listig,A2,1
listig,B2,4
listig,C1,1
liten,A1,39
liten,A2,70
liten,B1,176
liten,B2,187
liten,C1,157
litterär,B1,1
litterär,B2,2
litterär,C1,3
live,B2,2
livfull,B1,1
livfull,C1,1
livlig,B1,1
livlig,B2,6
livlig,C1,7
livrädd,B1,1
livrädd,B2,4
livsfarlig,B1,1
livsfarlig,C1,1
livsnödvändig,C1,1
livsviktig,B2,2
ljum,B1,1
ljummen,B1,1
ljus,A1,1
ljus,A2,7
ljus,B1,16
ljus,B2,17
ljus,C1,4
ljusblå,A2,2
ljusblå,B1,1
ljusblå,B2,2
ljusblå,C1,1
ljuv,B2,1
ljuvlig,B2,3
ljuvlig,C1,6
lodrät,B2,1
logisk,B1,1
logisk,B2,1
logisk,C1,2
lojal,B1,1
lojal,B2,1
lojal,C1,2
löjeväckande,C1,1
löjlig,A2,1
löjlig,B1,2
löjlig,B2,1
löjlig,C1,5
lokal,A1,1
lokal,A2,3
lokal,B1,6
lokal,B2,17
lokal,C1,8
lönlös,B2,1
lönlös,C1,6
lönsam,B1,3
lortig,C1,2
lösaktig,B2,2
lovlig,B2,1
luftig,B1,1
lufttom,B2,1
lugn,A1,2
lugn,A2,9
lugn,B1,9
lugn,B2,21
lugn,C1,9
luktfri,B1,1
lummig,B2,1
lungsjuk,C1,1
lurvig,B2,1
lustig,B1,2
lustig,B2,2
lutheransk,B1,1
luthersk,C1,1
lycklig,A2,6
lycklig,B1,10
lycklig,B2,19
lycklig,C1,9
lydig,B1,2
lydig,C1,3
lyhörd,B2,1
lyrisk,B1,1
lyrisk,B2,1
lyxig,B2,7
mager,B2,4
mager,C1,1
magisk,B1,2
magisk,B2,3
magisk,C1,3
magnifik,C1,5
majestätisk,C1,1
mäktig,B1,1
mäktig,B2,1
mäktig,C1,1
mäktig,B1,2
mäktig,B2,2
mäktig,C1,1
maktlös,B2,1
maktlös,C1,1
mammaledig,A2,1
mån,C1,1
mångårig,B2,2
mången,A2,12
mången,B1,48
mången,B2,67
mången,C1,65
mångsidig,B2,2
mångsidig,C1,8
mångspråkig,C1,1
manshög,B2,1
mänsklig,C1,1
manuell,C1,3
maorisk,C1,1
märkbar,C1,5
märklig,B1,1
märklig,B2,6
märklig,C1,11
märkvärdig,B1,2
märkvärdig,B2,8
matematisk,A2,1
matematisk,C1,2
mätt,B2,1
måttlig,A2,1
måttlig,B2,2
maximal,C1,1
medelgod,B2,1
medelstor,C1,2
medeltida,B1,2
medfödd,B2,1
medicinsk,B1,2
medtagen,B2,1
medveten,B1,2
medveten,B2,8
medveten,C1,16
mekanisk,A2,2
mekanisk,B2,2
melankolisk,C1,2
mellanstor,A2,1
mellanstor,B1,1
mellersta,A2,1
mellersta,B2,3
melodiös,C1,1
meningsfull,B2,1
meningsfull,C1,1
mental,B2,1
mental,C1,3
metaforisk,B2,1
metaforisk,C1,1
metallisk,B2,1
mexikansk,A2,1
mexikansk,B2,1
mild,B1,2
mild,C1,1
militär,A2,4
militär,B1,2
militär,B2,2
militär,C1,2
miljöfarlig,B2,3
miljömässig,B1,1
miljömedveten,B2,3
miljövänlig,A2,1
miljövänlig,B1,2
miljövänlig,B2,11
miljövänlig,C1,1
minderårig,C1,1
mindervärdig,C1,2
minimal,B2,1
minnesvärd,B2,1
missbelåten,B2,2
misslyckad,B2,1
misslyckad,C1,1
misslynt,B2,1
missnöjd,A2,2
missnöjd,B1,2
missnöjd,B2,9
missnöjd,C1,7
misstänksam,B1,1
misstänksam,C1,1
missvisande,B2,1
mjuk,A1,2
mjuk,B1,2
mjuk,B2,3
mjuk,C1,2
mjuk,B2,1
mjuk,A2,2
mjuk,B2,8
mjuk,C1,4
mobil,B1,4
mobil,B2,2
mobil,C1,15
moderat,A2,2
moderat,B2,1
modern,A2,14
modern,B1,13
modern,B2,22
modern,C1,35
modig,B1,3
modig,B2,9
modig,C1,3
mödosam,C1,4
mogen,A1,1
mogen,B1,4
mogen,C1,5
möjlig,A1,1
möjlig,A2,3
möjlig,B1,30
möjlig,B2,30
möjlig,C1,46
möjlig,A2,1
möjlig,B1,4
möjlig,B2,1
möjlig,C1,2
molnfri,B1,2
molnig,A1,1
molnig,A2,1
molnig,B1,2
molnig,C1,1
monteringsfärdig,A2,1
monumental,C1,1
morgonpigg,A2,1
morgonpigg,B2,1
mörk,A1,4
mörk,A2,16
mörk,B1,21
mörk,B2,24
mörk,C1,5
mörkblå,A2,1
mörkblå,B1,4
mörkblond,A1,1
mörkgrå,B2,1
mörkgrön,A2,1
mörkgrön,B1,1
mörkhårig,B1,3
mörkklädd,C1,2
mörkröd,A2,1
mörkröd,B1,3
mörkröd,B2,1
mossig,B1,1
motordriven,B1,1
motordriven,B2,1
motsägelsefull,B1,1
motsägelsefull,C1,5
mulen,A2,1
mulen,B1,2
mulen,C1,2
multinationell,B1,1
munter,C1,2
muntlig,B1,4
muntlig,B2,3
muntlig,C1,12
musikalisk,B1,2
musikalisk,C1,1
musikalisk,B1,2
muskulös,B1,2
muslimsk,C1,1
mycken,A2,3
mycken,B1,17
mycken,B2,15
mycken,C1,10
myndig,B1,10
myndig,C1,2
mysig,A2,2
mysig,B1,7
mysig,B2,2
mysig,C1,2
mystisk,B1,4
mystisk,B2,3
mystisk,C1,4
nåbar,C1,12
nådig,B1,1
naken,A2,4
naken,B1,1
naken,B2,3
nära,A2,5
nära,B1,12
nära,B2,21
nära,C1,29
närbesläktad,C1,1
närliggande,C1,6
närstående,B1,1
nästa,A1,19
nästa,A2,44
nästa,B1,49
nästa,B2,36
nästa,C1,26
nationell,A2,1
nationell,B1,1
nationell,B2,2
nationell,C1,2
nätt,B2,1
nattaktiv,C1,1
nattlig,C1,1
nattsvart,B2,1
naturalistisk,B2,2
naturalistisk,C1,1
naturlig,A2,1
naturlig,B1,6
naturlig,B2,15
naturlig,C1,19
naturvetenskaplig,A2,1
naturvetenskaplig,B1,1
naturvetenskaplig,B2,1
naturvetenskaplig,C1,4
nederländsk,B2,1
nederländsk,C1,2
nedlåtande,C1,15
nedstämd,B1,1
nedstämd,C1,2
negativ,A2,1
negativ,B2,3
negativ,B1,8
negativ,B2,25
negativ,C1,19
nermörk,B2,1
neutral,B2,4
neutral,C1,9
nigeriansk,C1,1
nioårig,B1,1
nitisk,B2,1
nödvändig,B1,6
nödvändig,B2,9
nödvändig,C1,14
noga,B1,3
noga,B2,6
noga,C1,4
noggrann,A2,1
noggrann,B1,1
noggrann,B2,4
noggrann,C1,5
nöjd,B1,1
nöjd,B2,2
nöjd,C1,3
nonchalant,C1,3
nordafrikansk,A2,1
nordafrikansk,C1,3
nordamerikansk,B2,1
nordisk,A2,1
nordisk,B1,16
nordisk,B2,6
nordisk,C1,10
nordlig,B2,3
nordöstra,B2,1
nordsamisk,C1,1
nordtysk,B1,1
nordtysk,B2,1
nordvästra,B2,1
normal,A2,3
normal,B1,7
normal,B2,3
normal,C1,5
norra,A1,3
norra,A2,9
norra,B1,10
norra,B2,9
norra,C1,4
norrländsk,B2,1
norrländsk,C1,2
norsk,A2,1
norsk,B1,12
norsk,B2,2
norsk,C1,5
norsk,A1,1
norsk,B1,1
norsk,C1,1
nutida,C1,2
ny,A1,31
ny,A2,81
ny,B1,244
ny,B2,158
ny,C1,183
nyckfull,C1,2
nyfiken,A2,1
nyfiken,B1,5
nyfiken,B2,4
nyfiken,C1,2
nykter,B2,1
nykter,C1,1
nynorsk,C1,2
nyttig,A2,1
nyttig,B1,11
nyttig,B2,12
nyttig,C1,1
nyväckt,C1,1
nyzeeländsk,A2,1
nyzeeländsk,C1,1
oacceptabel,B1,1
oacceptabel,C1,2
oändlig,B2,1
oändlig,C1,3
oantastlig,C1,2
oaptitlig,B1,1
oärlig,B1,2
oartig,B1,2
oartig,B2,2
oartig,C1,9
oåtkomlig,B1,1
oåtkomlig,C1,2
oätlig,B1,1
obebodd,A2,1
obebyggd,B2,1
obefintlig,B2,2
obefintlig,C1,3
obegriplig,B2,1
obegriplig,C1,10
obehaglig,B2,6
obehaglig,C1,7
obehörig,C1,1
obekant,B2,1
obekant,C1,5
obekväm,A1,1
obekväm,B1,2
obekväm,C1,4
obestämd,A1,4
obestämd,A2,6
obestämd,B1,31
obestämd,B2,7
obestämd,C1,5
obetonad,B1,2
obetonad,B2,1
obildad,B2,1
objektiv,B1,1
objektiv,B2,3
objektiv,C1,7
objuden,B2,1
oblekt,B2,3
obligatorisk,A2,4
obligatorisk,B1,3
obligatorisk,B2,5
obligatorisk,C1,1
obotlig,C1,2
öde,B1,3
ödesmättad,C1,1
ödmjuk,C1,5
oekonomisk,B1,1
oekonomisk,C1,1
oemotståndlig,C1,3
oenig,C1,5
oerhörd,B2,4
oerhörd,C1,1
ofarlig,B2,1
ofarlig,C1,1
offentlig,B1,3
offentlig,B2,8
offentlig,C1,6
officiell,A2,5
officiell,B1,2
officiell,B2,1
officiell,C1,4
offshore,C1,1
ofin,B1,1
ofin,C1,1
oföränderlig,B2,1
oförändrad,C1,3
oförskämd,B2,1
oförstående,B1,1
oförutsedd,B2,1
ofri,B1,1
ofri,C1,2
ogift,A1,9
ogift,A2,2
ogift,B1,4
ogift,B2,3
ogift,C1,4
ohämmad,C1,2
ohörbar,C1,1
ohövlig,B1,1
ohövlig,C1,3
ointressant,A2,3
ointresserad,A2,1
ointresserad,B1,1
ointresserad,B2,3
ointresserad,C1,2
ojämn,B2,3
okänd,B1,1
okänd,B2,12
okänd,C1,8
okänslig,C1,3
okej,A1,1
okej,A2,1
okej,B1,6
okej,B2,3
okej,C1,6
oklar,B1,1
oklar,B2,4
oklar,C1,4
okomplicerad,C1,1
okunnig,B1,1
okunnig,C1,1
olaglig,B1,2
olaglig,C1,2
olämplig,B1,1
olämplig,B2,1
olämplig,C1,4
olik,A1,5
olik,A2,45
olik,B1,147
olik,B2,190
olik,C1,165
olustig,C1,2
olycklig,A2,1
olycklig,B1,2
olycklig,B2,7
olycklig,C1,3
olympisk,B1,4
öm,B2,2
omanlig,B1,1
omanlig,C1,2
omänsklig,B2,4
omättlig,B2,2
omedveten,B2,2
omedveten,C1,3
omgift,A2,2
omgift,B2,1
omöjlig,B1,3
omöjlig,B2,12
omöjlig,C1,21
omoralisk,B1,1
ömsesidig,B2,1
ömsesidig,C1,7
ömtålig,B1,1
ömtålig,B2,1
ömtålig,C1,3
omtänksam,B2,2
omtänksam,C1,8
omtyckt,B1,3
omtyckt,B2,6
omtyckt,C1,1
omvänd,B1,1
omvänd,B2,2
omyndig,B1,1
omyndig,B2,1
onaturlig,C1,4
ond,A2,1
ond,B1,6
ond,B2,12
ond,C1,8
ond,A2,1
ond,B1,2
ond,B2,22
ond,C1,7
ond,B2,2
ond,B1,3
ond,B2,1
onödig,B1,5
onödig,B2,10
onödig,C1,9
onormal,B2,2
onormal,C1,1
önskvärd,C1,4
onykter,C1,2
onyttig,B1,1
opålitlig,B1,1
opålitlig,B2,2
opålitlig,C1,2
opåverkad,C1,1
opersonlig,B1,2
opersonlig,B2,2
opersonlig,C1,3
oplanerad,C1,2
öppen,A1,6
öppen,A2,21
öppen,B1,19
öppen,B2,28
öppen,C1,18
öppen,B2,3
öppen,C1,1
opraktisk,A2,1
opraktisk,B2,3
opraktisk,C1,2
opretentiös,C1,2
opsykologisk,B2,1
orakad,A2,1
oräknelig,C1,1
orange,A2,2
orättvis,B2,6
orättvis,C1,4
ordentlig,A2,2
ordentlig,B1,5
ordentlig,B2,2
ordentlig,C1,3
ordentlig,B2,1
ordfattig,B2,1
ordinarie,B2,2
ordinarie,C1,1
ordlös,C1,2
ordrik,B2,1
orealistisk,B2,1
oregelbunden,A1,1
oregelbunden,A2,4
oregelbunden,B1,6
oregelbunden,C1,1
organisatorisk,C1,2
organisk,C1,2
orientalisk,A2,1
orientalisk,C1,1
orimlig,C1,3
orolig,A2,9
orolig,B1,19
orolig,B2,18
orolig,C1,8
orörd,A1,1
orörd,B2,1
orörlig,B2,2
orörlig,C1,4
osäker,B2,1
osäker,C1,5
osäker,B1,4
osäker,B2,9
osäker,C1,8
osammanhängande,C1,1
osams,B2,1
osams,C1,2
osann,C1,1
osannolik,B1,1
osannolik,C1,3
osjälvständig,C1,1
oskyldig,B1,2
oskyldig,B2,3
oskyldig,C1,6
oslagbar,B1,1
oslipad,A2,1
ostadig,B1,1
ostadig,C1,1
östlig,B2,1
östnordisk,B1,1
ostörd,B2,1
östra,A2,2
östra,B1,1
östra,B2,1
ostraffad,C1,1
osvensk,C1,4
osynlig,B1,2
osynlig,B2,2
osynlig,C1,8
otäck,C1,3
otacksam,C1,1
otalig,B2,2
otalig,C1,5
otålig,B2,1
otålig,C1,2
otänkbar,B2,2
otänkbar,C1,2
otrevlig,A2,3
otrevlig,B1,2
otrevlig,B2,3
otrevlig,C1,2
otrogen,B1,1
otrogen,C1,1
otryckbar,C1,1
otrygg,B2,1
otrygg,C1,1
otvivelaktig,C1,2
oundviklig,C1,3
outforskad,B1,1
outtalad,C1,5
ovan,B1,1
ovan,B2,2
ovanlig,A2,1
ovanlig,B1,5
ovanlig,B2,18
ovanlig,C1,17
ovanstående,C1,8
oväntad,B1,1
oväntad,B2,1
oväntad,C1,4
ovärderlig,B2,2
överdådig,C1,2
överförtjust,B2,2
överfull,C1,1
överkänslig,B1,3
overklig,B1,1
overklig,B2,1
överlägsen,B1,1
överlägsen,C1,7
överlupen,C1,3
överlycklig,B1,1
övernationell,B2,2
övernaturlig,B1,2
övernaturlig,B2,5
övernaturlig,C1,1
övertalig,B1,2
övervägande,B2,2
överviktig,B1,1
ovidkommande,C1,3
oviss,B1,1
oviss,B2,1
övre,B1,2
övre,B2,2
övre,C1,1
övrig,A2,4
övrig,B1,8
övrig,B2,27
övrig,C1,14
pacifistisk,B1,1
pacifistisk,C1,2
påfrestande,B1,1
påfrestande,C1,4
påhittig,B1,1
påhittig,C1,3
pålitlig,B1,4
pålitlig,B2,2
pålitlig,C1,5
pank,B1,1
pank,B2,1
påpälsad,C1,1
pappaledig,A2,2
pappaledig,B1,8
pappaledig,B2,1
pappaledig,C1,4
parallell,B2,1
parlamentarisk,B1,1
passande,A2,2
passande,B1,2
passande,B2,5
passande,C1,8
passiv,B1,11
passiv,B2,17
passiv,C1,3
påträngande,C1,2
pedagogisk,A2,1
pedagogisk,B1,1
pedagogisk,C1,1
pedagogisk,A2,1
pedagogisk,B2,1
pedagogisk,C1,4
perfekt,A1,2
perfekt,A2,15
perfekt,B1,25
perfekt,B2,25
perfekt,C1,29
perifer,C1,5
permanent,C1,1
persisk,A1,1
persisk,A2,1
persisk,B1,1
persisk,B2,3
persisk,C1,33
personlig,A1,4
personlig,B1,7
personlig,B2,14
personlig,C1,25
personlig,B2,2
personlig,C1,6
pessimistisk,B2,2
pigg,A1,2
pigg,A2,3
pigg,B1,7
pigg,B2,11
pigg,C1,2
pinsam,B1,2
pinsam,B2,2
pinsam,C1,1
pittoresk,B1,2
pittoresk,B2,1
pittoresk,C1,3
platonisk,B2,1
platt,A2,1
platt,B1,5
platt,B2,8
platt,C1,3
poetisk,B2,1
poetisk,C1,5
politisk,A2,5
politisk,B1,12
politisk,B2,19
politisk,C1,8
polsk,A1,1
polsk,C1,7
polsk,A1,3
polsk,A2,3
polsk,B1,4
polsk,C1,9
populär,A2,10
populär,B1,60
populär,B2,8
populär,C1,10
portugisisk,A2,1
portugisisk,B1,2
portugisisk,C1,2
positiv,A2,2
positiv,B1,2
positiv,B2,2
positiv,C1,4
positiv,A2,3
positiv,B1,9
positiv,B2,21
positiv,C1,26
possessiv,A1,1
possessiv,A2,4
possessiv,B1,3
possessiv,B2,3
possessiv,C1,3
postkolonial,C1,1
potent,C1,2
potentiell,C1,4
praktfull,C1,5
präktig,B2,2
praktisk,A2,1
praktisk,B1,11
praktisk,B2,5
praktisk,C1,6
praktisk,A2,1
praktisk,B1,5
praktisk,B2,3
praktisk,C1,7
pratglad,B2,1
pratig,C1,3
pratsam,A2,1
pratsam,B1,1
pratsam,B2,2
prestigefull,B2,1
pretentiös,B2,1
pretentiös,C1,2
prickig,A1,1
prickig,A2,1
prickig,B1,1
primär,C1,2
primitiv,B2,1
privat,A2,3
privat,B1,9
privat,B2,16
privat,C1,20
problematisk,B1,1
problematisk,B2,1
produktiv,B1,1
produktiv,B2,5
professionell,A2,1
professionell,B1,4
professionell,B2,1
professionell,C1,1
proffsig,B1,1
progressiv,B1,1
proteinrik,B2,1
protestantisk,B1,3
protestantisk,C1,1
provisorisk,C1,3
prydlig,B1,1
psykiatrisk,C1,1
psykisk,B1,1
psykisk,B2,4
psykisk,C1,4
psykologisk,B2,2
publik,B1,1
punktlig,A2,3
punktlig,B1,1
punktlig,C1,4
pytteliten,B2,1
rå,B1,3
rå,B2,3
rå,C1,2
rädd,A1,1
rädd,A2,7
rädd,B1,22
rädd,B2,49
rädd,C1,23
radikal,B1,1
radikal,C1,4
radioaktiv,B2,2
rådlös,B2,1
rak,A1,3
rak,A2,2
rak,B2,6
rak,C1,5
rak,A2,1
rak,B2,2
rak,C1,2
rakryggad,C1,1
randig,A1,3
randig,A2,5
randig,B1,3
randig,B2,1
rapp,B2,1
rasande,B1,5
rasande,B2,2
rasande,C1,7
rastlös,C1,2
rät,C1,6
rätt,A1,25
rätt,A2,60
rätt,B1,67
rätt,B2,65
rätt,C1,89
rättslös,C1,3
rättvis,A1,1
rättvis,A2,1
rättvis,B2,2
rättvis,C1,4
realistisk,B1,1
realistisk,B2,1
rebellisk,B2,1
rebellisk,C1,1
redaktionell,B2,1
redig,B2,1
redo,B2,5
redo,C1,2
reell,C1,3
regional,B1,2
regional,B2,5
regional,C1,1
regnig,B1,1
regnig,B2,2
regnig,C1,1
reguljär,C1,3
rejäl,A2,1
rejäl,B2,1
rekordhög,B2,1
relativ,B2,4
relativ,C1,5
relevant,B2,8
relevant,C1,7
religiös,B1,5
religiös,B2,11
religiös,C1,6
religiös,A2,1
religiös,B1,2
religiös,B2,4
religiös,C1,2
ren,A1,3
ren,A2,5
ren,B1,11
ren,B2,17
ren,C1,14
representativ,B1,2
respektfull,B1,1
respektfull,C1,1
respektlös,C1,1
restriktiv,C1,3
retorisk,B1,1
retorisk,C1,1
retsam,C1,1
rik,A2,6
rik,B1,28
rik,B2,31
rik,C1,30
riklig,B1,1
riklig,B2,1
riklig,C1,2
rikssvensk,B1,1
rikssvensk,B2,3
rikssvensk,C1,1
riktig,A2,7
riktig,B1,19
riktig,B2,30
riktig,C1,20
riktig,B1,2
riktig,B2,1
rimlig,B1,1
rimlig,B2,1
rimlig,C1,5
ringa,A1,1
ringa,A2,10
ringa,B1,4
ringa,C1,6
risig,C1,3
riskabel,B1,1
riskabel,C1,6
riskfri,B1,2
riskfri,B2,1
röd,A1,5
röd,A2,31
röd,B1,55
röd,B2,32
röd,C1,22
röd,B1,1
röd,B2,1
rödbrun,A2,1
rödbrun,C1,1
rödhårig,B1,1
rökfri,B2,1
rökfri,C1,2
rökfri,B1,1
rökfri,B2,1
rökfri,C1,1
rolig,A1,7
rolig,A2,24
rolig,B1,63
rolig,B2,25
rolig,C1,20
romansk,B2,1
romersk,B1,1
rörig,B2,2
rörig,C1,1
rörlig,B2,1
rörlig,B2,1
rörlig,C1,3
rosa,A2,3
rosa,C1,2
rosenröd,B2,1
rostig,B1,4
rostig,B2,2
rufsig,B2,1
rund,A2,1
rund,B1,8
rund,B2,3
rund,C1,7
rustik,B1,1
rutig,A1,3
rutig,A2,2
rutten,C1,2
rysk,A1,3
rysk,A2,2
rysk,B1,7
rysk,C1,5
rytmisk,B2,2
rytmisk,C1,2
sagolik,B1,1
sagolik,B2,1
säker,A2,1
säker,B1,2
säker,B2,3
säker,C1,8
saker,B1,1
säker,A2,4
säker,B1,12
säker,B2,16
säker,C1,18
saklig,B2,2
saklig,C1,9
sakta,B1,1
säll,A2,1
säll,C1,1
sällsam,C1,2
sällskaplig,B1,1
sällskaplig,B2,1
sällsynt,B1,3
sällsynt,C1,4
salt,B1,2
salt,B2,1
sam,B2,1
samhällskritisk,B1,2
samhällskritisk,C1,1
samhällsvetenskaplig,B2,1
samisk,A2,2
samisk,B1,1
samisk,B2,1
samisk,C1,5
samkönad,B2,1
samma,B2,1
samma,C1,1
sammansatt,B1,3
sammansatt,B2,2
sammansatt,C1,7
samtida,B1,1
samtida,C1,1
samtlig,A2,2
samtlig,B1,1
samtlig,B2,1
samtlig,C1,4
sån,A1,1
sån,A2,12
sån,B1,33
sån,B2,47
sån,C1,65
sankt,A2,3
sankt,B2,1
sann,A1,1
sann,A2,8
sann,B1,27
sann,B2,6
sann,C1,16
sannolik,B2,1
sannolik,C1,1
säregen,C1,2
särskild,C1,1
schweizisk,A2,1
schweizisk,B1,1
sedlig,C1,2
seg,B1,2
seg,B2,2
seg,C1,3
selektiv,C1,2
semitisk,C1,1
sen,A2,14
sen,B1,38
sen,B2,46
sen,C1,33
sensuell,B1,2
sensuell,C1,4
sentimental,A1,1
separat,A1,1
separat,A2,2
separat,B1,1
serbisk,B2,1
seren,C1,1
seriös,B1,1
seriös,B2,2
seriös,C1,5
sexårig,B1,1
sexistisk,B2,1
sexuell,B1,3
sexuell,B2,4
sexuell,C1,6
sfärisk,B1,1
sinnlig,B2,1
sinnlig,C1,2
sirlig,B2,1
sista,A1,2
sista,A2,6
sista,B1,19
sista,B2,36
sista,C1,34
själfull,C1,4
själslig,B2,1
själslig,C1,1
självbiografisk,B2,2
självbiografisk,C1,1
självklar,A2,1
självklar,B1,7
självklar,B2,11
självklar,C1,26
självlärd,C1,1
självsäker,B2,1
självsäker,C1,4
självständig,B1,3
självständig,B2,5
självständig,C1,5
självsvåldig,C1,1
sjuk,A1,5
sjuk,A2,19
sjuk,B1,41
sjuk,B2,25
sjuk,C1,16
sjuklig,B1,1
sjuklig,B2,1
sjuklig,C1,2
sjuttonårig,B2,1
skadlig,B1,2
skadlig,B2,2
skadlig,C1,1
skäggig,B2,1
skälig,C1,4
skämtsam,B1,3
skämtsam,B2,1
skandinavisk,A2,2
skandinavisk,B1,1
skandinavisk,B2,1
skandinavisk,C1,1
skånsk,A2,1
skånsk,B1,1
skånsk,B2,2
skånsk,C1,1
skär,A2,1
skär,B2,1
skär,C1,4
skev,B1,2
skicklig,B1,3
skicklig,B2,7
skicklig,C1,7
skitbra,B2,1
skitbra,C1,1
skitsnygg,B2,1
skoj,A1,3
skoj,A2,1
skoj,B1,3
skoltrött,A2,1
skön,A1,1
skön,A2,4
skön,B1,2
skön,B2,9
skön,C1,1
skön,A1,4
skön,A2,5
skön,B1,10
skön,B2,7
skön,C1,9
skön,C1,1
skönlitterär,B2,2
skönlitterär,C1,5
skränig,B1,1
skriftlig,B2,3
skriftlig,C1,23
skrockfull,B2,1
skrynklig,B2,2
skrytsam,C1,2
skum,B2,3
skum,B1,1
skum,B2,1
skum,C1,2
skygg,B2,2
skyldig,A2,2
skyldig,B1,2
skyldig,B2,7
skyldig,C1,6
slagkraftig,C1,2
släkt,A1,1
släkt,B1,1
släkt,B2,1
släpig,B2,1
slarvig,A2,3
slarvig,B1,2
slarvig,B2,1
slarvig,C1,4
slät,C1,2
slavisk,B2,3
slavisk,C1,2
slibbig,B2,1
slö,B2,1
slösaktig,B2,5
slösaktig,C1,2
slut,A2,1
slut,B1,1
slut,C1,1
slut,A1,1
slut,A2,5
slut,B1,7
slut,B2,5
slut,C1,6
småaktig,B2,1
smaklig,B1,1
smaklig,B2,2
smal,A1,4
smal,A2,7
smal,B1,13
smal,B2,12
smal,C1,6
smal,A1,1
smal,A2,1
smal,B2,1
småländsk,B1,1
småländsk,B2,2
smart,B2,5
smart,C1,4
smärt,C1,4
smärtsam,C1,3
smaskig,B2,4
smått,B2,1
smått,C1,1
smidig,B2,2
smidig,C1,2
smidig,C1,7
smittosam,B2,3
smittosam,C1,1
smutsig,A1,2
smutsig,A2,4
smutsig,B1,16
smutsig,B2,1
smutsig,C1,4
snabb,A2,2
snabb,B1,26
snabb,B2,41
snabb,C1,17
snål,B1,2
snål,B2,5
snål,C1,1
snäll,A1,1
snäll,A2,29
snäll,B1,23
snäll,B2,28
snäll,C1,32
snar,B1,1
snar,B2,1
snar,C1,3
snarlik,C1,5
snäv,C1,3
snobbig,B1,3
snopen,B2,1
snötäckt,B2,1
snurrig,B2,1
